 Date__(UT)__HR:MN, , , hEcl-Lon,hEcl-Lat,      PlAng,  Tru_Anom,  App_Lon_Sun,
*******************************************************************************
$$SOE
 1918-Jun-01 00:00, , ,  64.0087, -4.6631,   -0.00088,  171.1020,   12.2712628,
 1918-Jul-01 00:00, , ,  70.8497, -3.9866,   -0.00035,  177.9159,   19.1263481,
 1918-Aug-01 00:00, , ,  77.9010, -3.2288,    0.00020,  184.9527,   26.2045349,
 1918-Sep-01 00:00, , ,  84.9563, -2.4206,    0.00076,  192.0040,   33.2976785,
 1918-Oct-01 00:00, , ,  91.8092, -1.5994,    0.00132,  198.8589,   40.1956530,
 1918-Nov-01 00:00, , ,  98.9392, -0.7202,    0.00190,  205.9904,   47.3783584,
 1918-Dec-01 00:00, , , 105.9081,  0.1504,    0.00247,  212.9591,   54.4015383,
 1919-Jan-01 00:00, , , 113.2040,  1.0591,    0.00308,  220.2527,   61.7533817,
 1919-Feb-01 00:00, , , 120.6197,  1.9646,    0.00370,  227.6613,   69.2215816,
 1919-Mar-01 00:00, , , 127.4407,  2.7680,    0.00427,  234.4717,   76.0838590,
 1919-Apr-01 00:00, , , 135.1501,  3.6271,    0.00492,  242.1625,   83.8288406,
 1919-May-01 00:00, , , 142.7886,  4.4124,    0.00556,  249.7699,   91.4886965,
 1919-Jun-01 00:00, , , 150.8850,  5.1578,    0.00623,  257.8203,   99.5910110,
 1919-Jul-01 00:00, , , 158.9330,  5.7958,    0.00690,  265.8107,  107.6273476,
 1919-Aug-01 00:00, , , 167.4815,  6.3478,    0.00759,  274.2863,  116.1456220,
 1919-Sep-01 00:00, , , 176.2736,  6.7685,    0.00830,  282.9983,  124.8899551,
 1919-Oct-01 00:00, , , 185.0142,  7.0301,    0.00899,  291.6599,  133.5709391,
 1919-Nov-01 00:00, , , 194.2786,  7.1306,    0.00970,  300.8424,  142.7649841,
 1919-Dec-01 00:00, , , 203.4537,  7.0486,    0.01040,  309.9433,  151.8700350,
